日期,销售额,订单数,客单价,类别,渠道
2024-01-24,15643.72,123,127.18,图书,APP
2024-01-24,15785.86,57,276.94,家居,线上
2024-01-24,16009.34,101,158.51,家居,线下
2024-01-24,5427.2,149,36.42,家居,小程序
2024-01-24,7769.25,95,81.78,家居,APP
2024-01-24,9675.6,94,102.93,食品,线上
2024-01-24,16300.93,57,285.98,食品,线下
2024-01-24,14028.36,133,105.48,食品,小程序
2024-01-24,7868.2,48,163.92,食品,APP
2024-01-24,13120.35,30,437.35,美妆,线上
2024-01-24,5204.93,49,106.22,美妆,线下
2024-01-24,7459.18,122,61.14,美妆,小程序
2024-01-24,11595.07,76,152.57,美妆,APP
2024-01-25,9344.52,43,217.31,电子产品,线上
2024-01-25,7738.62,69,112.15,电子产品,线下
2024-01-25,11190.12,76,147.24,电子产品,小程序
2024-01-25,13846.59,91,152.16,电子产品,APP
2024-01-25,5984.43,41,145.96,服装,线上
2024-01-25,10585.66,134,79.0,服装,线下
2024-01-25,12447.27,42,296.36,服装,小程序
2024-01-25,16458.81,120,137.16,服装,APP
2024-01-25,5967.44,101,59.08,图书,线上
2024-01-25,11455.16,150,76.37,图书,线下
2024-01-25,16023.29,112,143.07,图书,小程序
2024-01-25,8694.48,129,67.4,图书,APP
2024-01-25,8319.5,115,72.34,家居,线上
2024-01-25,3520.32,108,32.6,家居,线下
2024-01-25,8074.13,134,60.25,家居,小程序
2024-01-25,15095.5,42,359.42,家居,APP
2024-01-25,6252.68,133,47.01,食品,线上
2024-01-25,13312.81,126,105.66,食品,线下
2024-01-25,14147.37,93,152.12,食品,小程序
2024-01-25,5555.78,128,43.4,食品,APP
2024-01-25,13139.31,126,104.28,美妆,线上
2024-01-25,5230.55,42,124.54,美妆,线下
2024-01-25,5285.22,97,54.49,美妆,小程序
2024-01-25,9729.06,105,92.66,美妆,APP
2024-01-26,4263.61,116,36.76,电子产品,线上
2024-01-26,4564.82,124,36.81,电子产品,线下
2024-01-26,11987.77,89,134.69,电子产品,小程序
2024-01-26,8962.63,138,64.95,电子产品,APP
2024-01-26,12951.33,55,235.48,服装,线上
2024-01-26,6059.36,117,51.79,服装,线下
2024-01-26,7276.01,145,50.18,服装,小程序
2024-01-26,3941.49,97,40.63,服装,APP
2024-01-26,14628.34,97,150.81,图书,线上
2024-01-26,10036.06,138,72.73,图书,线下
2024-01-26,6400.09,20,320.0,图书,小程序
2024-01-26,5449.27,96,56.76,图书,APP
2024-01-26,16266.28,140,116.19,家居,线上
2024-01-26,5046.71,93,54.27,家居,线下
2024-01-26,8998.28,145,62.06,家居,小程序
2024-01-26,15602.25,82,190.27,家居,APP
2024-01-26,3755.49,90,41.73,食品,线上
2024-01-26,10021.89,37,270.86,食品,线下
2024-01-26,11449.42,112,102.23,食品,小程序
2024-01-26,11209.0,131,85.56,食品,APP
2024-01-26,15083.69,141,106.98,美妆,线上
2024-01-26,16512.19,50,330.24,美妆,线下
2024-01-26,8405.44,24,350.23,美妆,小程序
2024-01-26,14772.59,61,242.17,美妆,APP
2024-01-27,11267.72,57,197.68,电子产品,线上
2024-01-27,7718.36,54,142.93,电子产品,线下
2024-01-27,8229.2,33,249.37,电子产品,小程序
2024-01-27,7081.43,127,55.76,电子产品,APP
2024-01-27,12007.37,111,108.17,服装,线上
2024-01-27,4047.16,94,43.05,服装,线下
2024-01-27,10562.62,39,270.84,服装,小程序
2024-01-27,10349.29,66,156.81,服装,APP
2024-01-27,13747.58,62,221.74,图书,线上
2024-01-27,10753.66,100,107.54,图书,线下
2024-01-27,14589.39,97,150.41,图书,小程序
2024-01-27,7065.02,112,63.08,图书,APP
2024-01-27,4685.54,110,42.6,家居,线上
2024-01-27,14541.87,23,632.26,家居,线下
2024-01-27,5242.61,92,56.98,家居,小程序
2024-01-27,8440.95,144,58.62,家居,APP
2024-01-27,8969.07,61,147.03,食品,线上
2024-01-27,4774.75,59,80.93,食品,线下
2024-01-27,10207.25,68,150.11,食品,小程序
2024-01-27,14159.69,49,288.97,食品,APP
2024-01-27,9041.58,39,231.84,美妆,线上
2024-01-27,4966.44,53,93.71,美妆,线下
2024-01-27,15898.01,142,111.96,美妆,小程序
2024-01-27,8104.88,112,72.36,美妆,APP
2024-01-28,5294.38,133,39.81,电子产品,线上
2024-01-28,15511.38,107,144.97,电子产品,线下
2024-01-28,5746.13,97,59.24,电子产品,小程序
2024-01-28,3793.84,50,75.88,电子产品,APP
2024-01-28,6428.67,56,114.8,服装,线上
2024-01-28,12766.58,98,130.27,服装,线下
2024-01-28,5108.34,53,96.38,服装,小程序
2024-01-28,16755.08,128,130.9,服装,APP
2024-01-28,12804.29,48,266.76,图书,线上
2024-01-28,4460.39,143,31.19,图书,线下
2024-01-28,13709.55,30,456.98,图书,小程序
2024-01-28,6074.72,28,216.95,图书,APP
2024-01-28,14195.71,35,405.59,家居,线上
2024-01-28,9786.52,84,116.51,家居,线下
2024-01-28,3991.48,97,41.15,家居,小程序
2024-01-28,12488.11,44,283.82,家居,APP
2024-01-28,14050.3,72,195.14,食品,线上
2024-01-28,11399.56,71,160.56,食品,线下
2024-01-28,5917.27,109,54.29,食品,小程序
2024-01-28,3800.64,57,66.68,食品,APP
2024-01-28,14914.39,91,163.89,美妆,线上
2024-01-28,16315.24,109,149.68,美妆,线下
2024-01-28,8195.83,148,55.38,美妆,小程序
2024-01-28,14028.95,81,173.2,美妆,APP
2024-01-29,10320.39,37,278.93,电子产品,线上
2024-01-29,4772.64,23,207.51,电子产品,线下
2024-01-29,10647.54,69,154.31,电子产品,小程序
2024-01-29,16600.25,63,263.5,电子产品,APP
2024-01-29,15744.39,21,749.73,服装,线上
2024-01-29,16727.61,45,371.72,服装,线下
2024-01-29,16052.97,149,107.74,服装,小程序
2024-01-29,15055.87,141,106.78,服装,APP
2024-01-29,8427.69,67,125.79,图书,线上
2024-01-29,9428.45,47,200.61,图书,线下
2024-01-29,5890.15,110,53.55,图书,小程序
2024-01-29,16833.17,128,131.51,图书,APP
2024-01-29,6347.11,78,81.37,家居,线上
2024-01-29,8989.77,100,89.9,家居,线下
2024-01-29,5107.71,48,106.41,家居,小程序
2024-01-29,10522.98,146,72.08,家居,APP
2024-01-29,13838.83,93,148.8,食品,线上
2024-01-29,11034.34,30,367.81,食品,线下
2024-01-29,4542.17,146,31.11,食品,小程序
2024-01-29,4999.81,92,54.35,食品,APP
2024-01-29,9664.68,99,97.62,美妆,线上
2024-01-29,12810.4,133,96.32,美妆,线下
2024-01-29,6505.68,124,52.47,美妆,小程序
2024-01-29,7390.42,129,57.29,美妆,APP
2024-01-30,6025.6,37,162.85,电子产品,线上
2024-01-30,15720.3,141,111.49,电子产品,线下
2024-01-30,16329.02,114,143.24,电子产品,小程序
2024-01-30,5895.31,145,40.66,电子产品,APP
2024-01-30,12662.64,121,104.65,服装,线上
2024-01-30,9448.73,41,230.46,服装,线下
2024-01-30,5070.27,121,41.9,服装,小程序
2024-01-30,8934.67,46,194.23,服装,APP
2024-01-30,13614.8,63,216.11,图书,线上
2024-01-30,4321.75,70,61.74,图书,线下
2024-01-30,8083.36,123,65.72,图书,小程序
2024-01-30,5118.94,128,39.99,图书,APP
2024-01-30,13391.9,91,147.16,家居,线上
2024-01-30,13935.93,89,156.58,家居,线下
2024-01-30,13819.01,122,113.27,家居,小程序
2024-01-30,8323.21,123,67.67,家居,APP
2024-01-30,16994.24,150,113.29,食品,线上
2024-01-30,7262.97,136,53.4,食品,线下
2024-01-30,4916.72,84,58.53,食品,小程序
2024-01-30,10152.98,79,128.52,食品,APP
2024-01-30,12062.2,54,223.37,美妆,线上
2024-01-30,3841.29,33,116.4,美妆,线下
2024-01-30,14835.35,147,100.92,美妆,小程序
2024-01-30,12745.2,65,196.08,美妆,APP
2024-01-31,8726.54,103,84.72,电子产品,线上
2024-01-31,5555.35,44,126.26,电子产品,线下
2024-01-31,13934.3,146,95.44,电子产品,小程序
2024-01-31,14383.44,71,202.58,电子产品,APP
2024-01-31,7497.91,147,51.01,服装,线上
2024-01-31,10211.01,86,118.73,服装,线下
2024-01-31,10930.89,24,455.45,服装,小程序
2024-01-31,16588.4,28,592.44,服装,APP
2024-01-31,17114.38,50,342.29,图书,线上
2024-01-31,8740.29,100,87.4,图书,线下
2024-01-31,15213.05,133,114.38,图书,小程序
2024-01-31,9789.0,28,349.61,图书,APP
2024-01-31,5888.23,97,60.7,家居,线上
2024-01-31,15652.05,62,252.45,家居,线下
2024-01-31,10227.97,54,189.41,家居,小程序
2024-01-31,7758.57,119,65.2,家居,APP
2024-01-31,10172.45,48,211.93,食品,线上
2024-01-31,11295.29,145,77.9,食品,线下
2024-01-31,12553.62,140,89.67,食品,小程序
2024-01-31,10013.22,60,166.89,食品,APP
2024-01-31,10437.71,120,86.98,美妆,线上
2024-01-31,7081.72,116,61.05,美妆,线下
2024-01-31,11958.57,110,108.71,美妆,小程序
2024-01-31,14021.2,92,152.4,美妆,APP
2024-02-01,7904.42,27,292.76,电子产品,线上
2024-02-01,11645.18,52,223.95,电子产品,线下
2024-02-01,15060.19,109,138.17,电子产品,小程序
2024-02-01,14680.81,26,564.65,电子产品,APP
2024-02-01,14066.18,107,131.46,服装,线上
2024-02-01,8737.01,129,67.73,服装,线下
2024-02-01,8246.1,111,74.29,服装,小程序
2024-02-01,9171.47,34,269.75,服装,APP
2024-02-01,12625.83,83,152.12,图书,线上
2024-02-01,6714.76,99,67.83,图书,线下
2024-02-01,11673.83,36,324.27,图书,小程序
2024-02-01,15503.65,49,316.4,图书,APP
2024-02-01,8141.51,25,325.66,家居,线上
2024-02-01,10924.04,29,376.69,家居,线下
2024-02-01,9850.12,128,76.95,家居,小程序
2024-02-01,11334.61,127,89.25,家居,APP
2024-02-01,7158.1,140,51.13,食品,线上
2024-02-01,11610.89,101,114.96,食品,线下
2024-02-01,8697.72,119,73.09,食品,小程序
2024-02-01,7931.28,45,176.25,食品,APP
2024-02-01,14663.81,45,325.86,美妆,线上
2024-02-01,13036.29,72,181.06,美妆,线下
2024-02-01,8118.97,148,54.86,美妆,小程序
2024-02-01,14707.19,106,138.75,美妆,APP
2024-02-02,5798.38,96,60.4,电子产品,线上
2024-02-02,8536.04,131,65.16,电子产品,线下
2024-02-02,6287.32,39,161.21,电子产品,小程序
2024-02-02,15175.31,74,205.07,电子产品,APP
2024-02-02,7478.61,32,233.71,服装,线上
2024-02-02,7617.3,122,62.44,服装,线下
2024-02-02,14677.37,43,341.33,服装,小程序
2024-02-02,13468.0,44,306.09,服装,APP
2024-02-02,11716.6,89,131.65,图书,线上
2024-02-02,4415.58,141,31.32,图书,线下
2024-02-02,9423.58,108,87.26,图书,小程序
2024-02-02,14552.8,97,150.03,图书,APP
2024-02-02,10502.65,96,109.4,家居,线上
2024-02-02,9504.37,100,95.04,家居,线下
2024-02-02,6263.92,122,51.34,家居,小程序
2024-02-02,6976.32,136,51.3,家居,APP
2024-02-02,12825.76,66,194.33,食品,线上
2024-02-02,15739.19,67,234.91,食品,线下
2024-02-02,11507.54,74,155.51,食品,小程序
2024-02-02,12676.09,139,91.19,食品,APP
2024-02-02,7208.34,131,55.03,美妆,线上
2024-02-02,16487.1,35,471.06,美妆,线下
2024-02-02,10748.02,113,95.12,美妆,小程序
2024-02-02,9915.99,81,122.42,美妆,APP
2024-02-03,5598.34,96,58.32,电子产品,线上
2024-02-03,15295.1,125,122.36,电子产品,线下
2024-02-03,7949.4,36,220.82,电子产品,小程序
2024-02-03,12356.72,125,98.85,电子产品,APP
2024-02-03,7226.41,93,77.7,服装,线上
2024-02-03,12526.08,85,147.37,服装,线下
2024-02-03,13096.61,80,163.71,服装,小程序
2024-02-03,9168.57,49,187.11,服装,APP
2024-02-03,5591.21,27,207.08,图书,线上
2024-02-03,6927.97,99,69.98,图书,线下
2024-02-03,9983.48,131,76.21,图书,小程序
2024-02-03,9394.38,29,323.94,图书,APP
2024-02-03,6318.53,89,70.99,家居,线上
2024-02-03,5402.05,86,62.81,家居,线下
2024-02-03,14533.9,91,159.71,家居,小程序
2024-02-03,12702.62,65,195.42,家居,APP
2024-02-03,12501.64,30,416.72,食品,线上
2024-02-03,16967.94,144,117.83,食品,线下
2024-02-03,14429.95,34,424.41,食品,小程序
2024-02-03,15511.25,41,378.32,食品,APP
2024-02-03,7883.02,96,82.11,美妆,线上
2024-02-03,15617.32,124,125.95,美妆,线下
2024-02-03,16031.13,43,372.82,美妆,小程序
2024-02-03,9043.17,55,164.42,美妆,APP
2024-02-04,6824.68,148,46.11,电子产品,线上
2024-02-04,16610.02,84,197.74,电子产品,线下
2024-02-04,10481.19,43,243.75,电子产品,小程序
2024-02-04,6853.26,51,134.38,电子产品,APP
2024-02-04,14366.99,100,143.67,服装,线上
2024-02-04,8133.96,119,68.35,服装,线下
2024-02-04,14825.45,80,185.32,服装,小程序
2024-02-04,16646.03,75,221.95,服装,APP
2024-02-04,5536.2,64,86.5,图书,线上
2024-02-04,6516.72,90,72.41,图书,线下
2024-02-04,9681.17,85,113.9,图书,小程序
2024-02-04,15626.63,34,459.61,图书,APP
2024-02-04,10395.64,115,90.4,家居,线上
2024-02-04,13333.92,48,277.79,家居,线下
2024-02-04,7954.29,128,62.14,家居,小程序
2024-02-04,10177.94,83,122.63,家居,APP
2024-02-04,17036.6,57,298.89,食品,线上
2024-02-04,8607.33,114,75.5,食品,线下
2024-02-04,15043.43,25,601.74,食品,小程序
2024-02-04,12572.6,28,449.02,食品,APP
2024-02-04,15325.76,33,464.42,美妆,线上
2024-02-04,13208.46,81,163.07,美妆,线下
2024-02-04,7062.56,118,59.85,美妆,小程序
2024-02-04,7852.89,112,70.12,美妆,APP
2024-02-05,16263.55,51,318.89,电子产品,线上
2024-02-05,11069.99,80,138.37,电子产品,线下
2024-02-05,15621.7,119,131.27,电子产品,小程序
2024-02-05,3636.81,120,30.31,电子产品,APP
2024-02-05,16606.98,85,195.38,服装,线上
2024-02-05,7769.45,80,97.12,服装,线下
2024-02-05,7720.58,61,126.57,服装,小程序
2024-02-05,16443.14,101,162.8,服装,APP
2024-02-05,15929.44,124,128.46,图书,线上
2024-02-05,14658.01,90,162.87,图书,线下
2024-02-05,15745.78,145,108.59,图书,小程序
2024-02-05,10169.91,125,81.36,图书,APP
2024-02-05,16592.73,105,158.03,家居,线上
2024-02-05,13643.53,45,303.19,家居,线下
2024-02-05,15152.81,86,176.2,家居,小程序
2024-02-05,10666.96,110,96.97,家居,APP
2024-02-05,9461.62,103,91.86,食品,线上
2024-02-05,9918.45,27,367.35,食品,线下
2024-02-05,14272.4,67,213.02,食品,小程序
2024-02-05,12413.28,54,229.88,食品,APP
2024-02-05,3569.25,71,50.27,美妆,线上
2024-02-05,12387.05,100,123.87,美妆,线下
2024-02-05,11646.8,48,242.64,美妆,小程序
2024-02-05,5751.72,53,108.52,美妆,APP
2024-02-06,15539.28,125,124.31,电子产品,线上
2024-02-06,14769.82,101,146.24,电子产品,线下
2024-02-06,9937.14,54,184.02,电子产品,小程序
2024-02-06,7234.17,103,70.23,电子产品,APP
2024-02-06,14867.37,70,212.39,服装,线上
2024-02-06,4737.02,114,41.55,服装,线下
2024-02-06,6118.04,116,52.74,服装,小程序
2024-02-06,16924.64,77,219.8,服装,APP
2024-02-06,3835.16,25,153.41,图书,线上
2024-02-06,16618.03,78,213.05,图书,线下
2024-02-06,16387.59,138,118.75,图书,小程序
2024-02-06,6350.03,63,100.79,图书,APP
2024-02-06,4246.65,129,32.92,家居,线上
2024-02-06,12046.46,58,207.7,家居,线下
2024-02-06,4803.06,114,42.13,家居,小程序
2024-02-06,5951.36,50,119.03,家居,APP
2024-02-06,3741.39,131,28.56,食品,线上
2024-02-06,14496.66,136,106.59,食品,线下
2024-02-06,15260.17,146,104.52,食品,小程序
2024-02-06,5220.26,72,72.5,食品,APP
2024-02-06,6240.64,88,70.92,美妆,线上
2024-02-06,7620.64,146,52.2,美妆,线下
2024-02-06,8953.8,130,68.88,美妆,小程序
2024-02-06,15672.11,75,208.96,美妆,APP
2024-02-07,17716.99,92,192.58,电子产品,线上
2024-02-07,13896.74,68,204.36,电子产品,线下
2024-02-07,9509.11,124,76.69,电子产品,小程序
2024-02-07,14832.32,27,549.35,电子产品,APP
2024-02-07,7685.94,87,88.34,服装,线上
2024-02-07,6907.56,135,51.17,服装,线下
2024-02-07,16466.63,114,144.44,服装,小程序
2024-02-07,11850.66,137,86.5,服装,APP
2024-02-07,4776.94,140,34.12,图书,线上
2024-02-07,5452.29,102,53.45,图书,线下
2024-02-07,17420.92,121,143.97,图书,小程序
2024-02-07,13329.67,118,112.96,图书,APP
2024-02-07,13637.01,85,160.44,家居,线上
2024-02-07,4596.48,35,131.33,家居,线下
2024-02-07,4298.5,80,53.73,家居,小程序
2024-02-07,10257.53,110,93.25,家居,APP
2024-02-07,17738.78,31,572.22,食品,线上
2024-02-07,3633.31,149,24.38,食品,线下
2024-02-07,12373.61,97,127.56,食品,小程序
2024-02-07,17465.38,114,153.21,食品,APP
2024-02-07,5438.54,30,181.28,美妆,线上
2024-02-07,11816.28,86,137.4,美妆,线下
2024-02-07,5973.92,146,40.92,美妆,小程序
2024-02-07,16793.86,139,120.82,美妆,APP
2024-02-08,5457.87,101,54.04,电子产品,线上
2024-02-08,13722.67,130,105.56,电子产品,线下
2024-02-08,5599.01,49,114.27,电子产品,小程序
2024-02-08,8049.48,52,154.8,电子产品,APP
2024-02-08,10706.7,91,117.66,服装,线上
2024-02-08,14259.53,130,109.69,服装,线下
2024-02-08,7615.85,87,87.54,服装,小程序
2024-02-08,12331.84,87,141.75,服装,APP
2024-02-08,10960.53,131,83.67,图书,线上
2024-02-08,16329.51,100,163.3,图书,线下
2024-02-08,14102.99,145,97.26,图书,小程序
2024-02-08,14486.07,58,249.76,图书,APP
2024-02-08,11513.61,132,87.22,家居,线上
2024-02-08,4333.24,58,74.71,家居,线下
2024-02-08,4352.46,66,65.95,家居,小程序
2024-02-08,4085.15,86,47.5,家居,APP
2024-02-08,5909.97,139,42.52,食品,线上
2024-02-08,9809.52,146,67.19,食品,线下
2024-02-08,4155.6,111,37.44,食品,小程序
2024-02-08,17703.51,144,122.94,食品,APP
2024-02-08,10114.34,48,210.72,美妆,线上
2024-02-08,15660.23,57,274.74,美妆,线下
2024-02-08,5339.76,43,124.18,美妆,小程序
2024-02-08,6484.15,92,70.48,美妆,APP
2024-02-09,6181.3,63,98.12,电子产品,线上
2024-02-09,14352.35,89,161.26,电子产品,线下
2024-02-09,11672.75,74,157.74,电子产品,小程序
2024-02-09,11964.12,21,569.72,电子产品,APP
2024-02-09,11138.35,66,168.76,服装,线上
2024-02-09,9565.29,39,245.26,服装,线下
2024-02-09,7121.48,147,48.45,服装,小程序
2024-02-09,13304.16,104,127.92,服装,APP
2024-02-09,3960.96,51,77.67,图书,线上
2024-02-09,9245.94,47,196.72,图书,线下
2024-02-09,15601.67,59,264.44,图书,小程序
2024-02-09,4002.76,137,29.22,图书,APP
2024-02-09,15511.56,142,109.24,家居,线上
2024-02-09,10105.49,88,114.84,家居,线下
2024-02-09,12117.08,21,577.0,家居,小程序
2024-02-09,8316.67,31,268.28,家居,APP
2024-02-09,13006.53,135,96.34,食品,线上
2024-02-09,8251.91,53,155.7,食品,线下
2024-02-09,6622.12,32,206.94,食品,小程序
2024-02-09,15093.28,92,164.06,食品,APP
2024-02-09,8226.87,34,241.97,美妆,线上
2024-02-09,14264.27,117,121.92,美妆,线下
2024-02-09,4916.72,85,57.84,美妆,小程序
2024-02-09,6143.35,122,50.36,美妆,APP
2024-02-10,4889.74,73,66.98,电子产品,线上
2024-02-10,5952.95,123,48.4,电子产品,线下
2024-02-10,7711.64,59,130.71,电子产品,小程序
2024-02-10,5342.6,145,36.85,电子产品,APP
2024-02-10,15152.66,99,153.06,服装,线上
2024-02-10,16632.23,53,313.82,服装,线下
2024-02-10,8779.98,44,199.54,服装,小程序
2024-02-10,15598.87,71,219.7,服装,APP
2024-02-10,10662.41,119,89.6,图书,线上
2024-02-10,10472.35,128,81.82,图书,线下
2024-02-10,4904.65,128,38.32,图书,小程序
2024-02-10,15295.29,67,228.29,图书,APP
2024-02-10,9862.07,129,76.45,家居,线上
2024-02-10,4943.93,107,46.2,家居,线下
2024-02-10,17634.69,77,229.02,家居,小程序
2024-02-10,12939.95,59,219.32,家居,APP
2024-02-10,17020.5,41,415.13,食品,线上
2024-02-10,7794.77,131,59.5,食品,线下
2024-02-10,4745.5,142,33.42,食品,小程序
2024-02-10,7934.47,52,152.59,食品,APP
2024-02-10,13469.07,96,140.3,美妆,线上
2024-02-10,15735.61,129,121.98,美妆,线下
2024-02-10,7863.66,32,245.74,美妆,小程序
2024-02-10,11547.13,31,372.49,美妆,APP
2024-02-11,11053.37,150,73.69,电子产品,线上
2024-02-11,9771.98,44,222.09,电子产品,线下
2024-02-11,10347.41,84,123.18,电子产品,小程序
2024-02-11,8766.34,40,219.16,电子产品,APP
2024-02-11,14748.84,24,614.53,服装,线上
2024-02-11,5269.37,138,38.18,服装,线下
2024-02-11,6219.43,66,94.23,服装,小程序
2024-02-11,15824.09,31,510.45,服装,APP
2024-02-11,4825.67,96,50.27,图书,线上
